1415D, XOR-gun, bitmasks brute force constructive algorithms, , 2000, x3263, 
1415C, Bouncing Ball, brute force dp implementation, , 1400, x7068, 
1415B, Repainting Street, brute force greedy, , 1100, x8939, 
1415A, Prison Break, brute force math, , 800, x11993, 
1413F, Roads and Ramen, data structures trees, , 2800, x398, 
1413E, Solo mid Oracle, greedy math ternary search, , 2100, x1425, 
1413D, Shurikens, data structures greedy implementation, , 1700, x4546, 
1413C, Perform Easily, binary search brute force dp implementation sortings two pointers, , 1900, x3956, 
1413B, A New Technique, implementation, , 1100, x8916, 
1413A, Finding Sasuke, constructive algorithms math, , 800, x12112, 
1411G, No Game No Life, bitmasks games math matrices, , 2700, x335, 
1411F, The Thorny Path, greedy math, , 3000, x171, 
1411E, Poman Numbers, bitmasks greedy math strings, , 2300, x1136, 
1411D, Grime Zoo, brute force greedy implementation strings, , 2100, x1797, 
1411C, Peaceful Rooks, dfs and similar dsu graphs, , 1700, x5218, 
1411B, Fair Numbers, brute force number theory, , 1000, x11427, 
1411A, In-game Chat, implementation, , 800, x15405, 
1409F, Subsequences of Length Two, dp strings, , 2100, x2931, 
1409E, Two Platforms, binary search dp sortings two pointers, , 1800, x5277, 
1409D, Decrease the Sum of Digits, greedy math, , 1500, x11731, 
1409C, Yet Another Array Restoration, brute force math number theory, , 1200, x15920, 
1409B, Minimum Product, brute force greedy math, , 1100, x19298, 
1409A, Yet Another Two Integers Problem, greedy math, , 800, x31244, 
1408I, Bitwise Magic, dp math, , 3200, x83, 
1408H, Rainbow Triples, binary search data structures flows greedy, , 3300, x116, 
1408G, Clusterization Counting, combinatorics dp dsu fft graphs trees, , 2700, x465, 
1408F, Two Different, constructive algorithms divide and conquer, , 2300, x1662, 
1408E, Avoid Rainbow Cycles, data structures dsu graphs greedy sortings trees, , 2400, x1387, 
1408D, Searchlights, binary search brute force data structures dp implementation sortings two pointers, , 2000, x3105, 
1408C, Discrete Acceleration, binary search dp implementation math two pointers, , 1500, x6415, 
1408B, Arrays Sum, constructive algorithms greedy math, , 1400, x6890, 
1408A, Circle Coloring, constructive algorithms, , 800, x10967, 
1407E, Egor in the Republic of Dagestan, constructive algorithms dfs and similar dp graphs greedy shortest paths, , 2500, x1061, 
1407D, Discrete Centrifugal Jumps, data structures dp graphs, , 2200, x3161, 
1407C, Chocolate Bunny, constructive algorithms interactive math two pointers, , 1600, x7822, 
1407B, Big Vova, brute force greedy math number theory, , 1300, x11908, 
1407A, Ahahahahahahahaha, constructive algorithms math, , 1100, x15282, 
1406E, Deleting Numbers, interactive math number theory, , 2600, x1025, 
1406D, Three Sequences, constructive algorithms data structures greedy math, , 2200, x2515, 
1406C, Link Cut Centroids, constructive algorithms dfs and similar graphs trees, , 1700, x6613, 
1406B, Maximum Product, brute force dp greedy implementation sortings, , 1200, x14038, 
1406A, Subset Mex, greedy implementation math, , 900, x16242, 
1405B, Array Cancellation, constructive algorithms implementation, , 1000, x15222, 
1405A, Permutation Forgery, constructive algorithms, , 800, x17911, 
1404E, Bricks, flows graph matchings graphs, , 2800, x483, 
1404D, Game of Pairs, constructive algorithms dfs and similar interactive math number theory, , 2800, x511, 
1404C, Fixed Point Removal, binary search constructive algorithms data structures greedy two pointers, , 2300, x1722, 
1404B, Tree Tag, dfs and similar dp games trees, , 1900, x5191, 
1404A, Balanced Bitstring, implementation strings, , 1500, x10558, 
1403C, Chess Rush, *special problem combinatorics dp implementation math, , 3200, x31, 
1403B, Spring cleaning, *special problem data structures dfs and similar graphs trees, , 2300, x247, 
1403A, The Potion of Great Power, *special problem 2-sat binary search data structures graphs interactive sortings two pointers, , 2400, x204, 
1402C, Star Trek, *special problem combinatorics dfs and similar dp games graphs matrices trees, , 2600, x129, 
1402B, Roads, *special problem geometry sortings, , 2900, x67, 
1402A, Fancy Fence, *special problem data structures dsu implementation math sortings, , 1800, x727, 
1401F, Reverse and Swap, binary search bitmasks data structures, , 2400, x998, 
1401E, Divide Square, data structures geometry implementation sortings, , 2400, x1568, 
1401D, Maximum Distributed Tree, dfs and similar dp greedy implementation math number theory sortings trees, , 1800, x6183, 
1401C, Mere Array, constructive algorithms math number theory sortings, , 1300, x15420, 
1401B, Ternary Sequence, constructive algorithms greedy math, , 1100, x16704, 
1401A, Distance and Axis, constructive algorithms math, , 900, x19976, 
1400G, Mercenaries, bitmasks brute force combinatorics dp dsu math two pointers, , 2600, x532, 
1400F, x-prime Substrings, brute force dfs and similar dp string suffix structures strings, , 2800, x392, 
1400E, Clear the Multiset, data structures divide and conquer dp greedy, , 2200, x3331, 
1400D, Zigzags, brute force combinatorics data structures math two pointers, , 1900, x6670, 
1400C, Binary String Reconstruction, 2-sat brute force constructive algorithms greedy, , 1500, x11834, 
1400B, RPG Protagonist, brute force greedy math, , 1700, x8442, 
1400A, String Similarity, constructive algorithms strings, , 800, x21239, 
1399F, Yet Another Segments Subset, data structures dp graphs sortings, , 2300, x1036, 
1399E2, Weights Division (hard version), binary search dfs and similar greedy sortings trees two pointers, , 2200, x1615, 
1399E1, Weights Division (easy version), data structures dfs and similar greedy trees, , 2000, x4231, 
1399D, Binary String To Subsequences, constructive algorithms data structures greedy implementation, , 1500, x11852, 
1399C, Boats Competition, brute force greedy two pointers, , 1200, x18027, 
1399B, Gifts Fixing, greedy, , 800, x27630, 
1399A, Remove Smallest, greedy sortings, , 800, x31692, 
1398G, Running Competition, bitmasks fft math number theory, , 2600, x431, 
1398F, Controversial Rounds, binary search data structures dp greedy two pointers, , 2500, x721, 
1398E, Two Types of Spells, binary search data structures greedy implementation math sortings, , 2200, x1683, 
1398D, Colored Rectangles, dp greedy sortings, , 1800, x7726, 
1398C, Good Subarrays, data structures dp math, , 1600, x11876, 
1398B, Substring Removal Game, games greedy sortings, , 800, x19404, 
1398A, Bad Triangle, geometry math, , 800, x20996, 
1397B, Power Sequence, brute force math number theory sortings, , 1500, x10440, 
1397A, Juggling Letters, greedy strings, , 800, x21121, 
1396E, Distance Matching, constructive algorithms dfs and similar trees, , 3200, x183, 
1396D, Rainbow Rectangles, data structures sortings two pointers, , 3300, x155, 
1396C, Monster Invaders, dp greedy implementation, , 2300, x1745, 
1396B, Stoned Game, brute force constructive algorithms games greedy, , 1800, x7413, 
1396A, Multiples of Length, constructive algorithms greedy number theory, , 1600, x10248, 
1395C, Boboniu and Bit Operations, bitmasks brute force dp greedy, , 1600, x8963, 
1395B, Boboniu Plays Chess, constructive algorithms, , 1100, x13571, 
1395A, Boboniu Likes to Color Balls, brute force math, , 1000, x17215, 
1394E, Boboniu and Banknote Collection, strings, , 3500, x45, 
1394D, Boboniu and Jianghu, dp greedy sortings trees, , 2800, x340, 
1394C, Boboniu and String, binary search geometry ternary search, , 2600, x606, 
1394B, Boboniu Walks on Graph, brute force dfs and similar graphs hashing, , 2300, x1392, 
1394A, Boboniu Chats with Du, dp greedy sortings two pointers, , 1800, x4871, 
1393E2, Twilight and Ancient Scroll (harder version), dp hashing implementation string suffix structures strings two pointers, , 3200, x138, 
1393E1, Twilight and Ancient Scroll (easier version), dp hashing implementation string suffix structures strings, , 2800, x194, 
1393D, Rarity and New Dress, dfs and similar dp implementation shortest paths, , 2100, x2975, 
1393C, Pinkie Pie Eats Patty-cakes, constructive algorithms greedy math sortings, , 1700, x7891, 
1393B, Applejack and Storages, constructive algorithms data structures greedy implementation, , 1400, x11865, 
1393A, Rainbow Dash Fluttershy and Chess Coloring, greedy math, , 800, x17738, 
1392I, Kevin and Grid, fft graphs math, , 3300, x68, 
1392H, ZS Shuffles Cards, combinatorics dp math probabilities, , 3000, x258, 
1392G, Omkar and Pies, bitmasks dfs and similar dp math shortest paths, , 2900, x244, 
1392F, Omkar and Landslide, binary search constructive algorithms data structures greedy math, , 2400, x1475, 
1392E, Omkar and Duck, bitmasks constructive algorithms interactive math, , 2100, x2547, 
1392D, Omkar and Bed Wars, dp greedy, , 1700, x6501, 
1392C, Omkar and Waterslide, greedy implementation, , 1200, x13344, 
1392B, Omkar and Infinity Clock, implementation math, , 800, x15416, 
1392A, Omkar and Password, greedy math, , 800, x16368, 
1391E, Pairs of Pairs, constructive algorithms dfs and similar graphs greedy trees, , 2600, x884, 
1391D, 505, bitmasks brute force constructive algorithms dp greedy implementation, , 2000, x3552, 
1391C, Cyclic Permutations, combinatorics dp graphs math, , 1500, x10792, 
1391B, Fix You, brute force greedy implementation, , 800, x18819, 
1391A, Suborrays, constructive algorithms math, , 800, x20139, 
1389G, Directing Edges, dfs and similar dp graphs trees, , 2800, x207, 
1389F, Bicolored Segments, data structures dp graph matchings sortings, , 2600, x609, 
1389E, Calendar Ambiguity, math number theory, , 2200, x2364, 
1389D, Segment Intersections, brute force greedy implementation math, , 2100, x3282, 
1389C, Good String, brute force dp greedy two pointers, , 1500, x11921, 
1389B, Array Walk, brute force dp greedy, , 1600, x10215, 
1389A, LCM Problem, constructive algorithms greedy math number theory, , 800, x22842, 
1388E, Uncle Bogdan and Projections, data structures geometry sortings, , 2700, x282, 
1388D, Captain Flint and Treasure, data structures dfs and similar graphs greedy implementation trees, , 2000, x4591, 
1388C, Uncle Bogdan and Country Happiness, dfs and similar greedy math trees, , 1800, x7059, 
1388B, Captain Flint and a Long Voyage, greedy math, , 1000, x17797, 
1388A, Captain Flint and Crew Recruitment, brute force greedy math number theory, , 800, x20348, 
1387C, Viruses, *special problem dp shortest paths string suffix structures, , 2900, x55, 
1387B2, Village (Maximum), *special problem dfs and similar trees, , 2500, x314, 
1387B1, Village (Minimum), *special problem dp greedy trees, , 2100, x543, 
1387A, Graph, *special problem binary search dfs and similar dp math ternary search, , 2100, x390, 
1386C, Joker, *special problem bitmasks data structures divide and conquer dsu, , 2800, x164, 
1386B, Mixture, *special problem data structures geometry math sortings, , 2900, x74, 
1386A, Colors, *special problem binary search constructive algorithms interactive, , 2700, x146, 
1385G, Columns Swaps, 2-sat dfs and similar dsu graphs implementation, , 2300, x852, 
1385F, Removing Leaves, data structures greedy implementation trees, , 2300, x1485, 
1385E, Directing Edges, constructive algorithms dfs and similar graphs, , 2000, x4253, 
1385D, a-Good String, bitmasks brute force divide and conquer dp implementation, , 1500, x11397, 
1385C, Make It Good, greedy, , 1200, x17880, 
1385B, Restore the Permutation by Merger, greedy, , 800, x25848, 
1385A, Three Pairwise Maximums, math, , 800, x24614, 
1384B2, Koa and the Beach (Hard Version), constructive algorithms dp greedy implementation, , 2200, x1935, 
1384B1, Koa and the Beach (Easy Version), brute force dp greedy, , 1900, x3052, 
1384A, Common Prefixes, constructive algorithms greedy strings, , 1200, x13821, 
1383F, Special Edges, flows graphs, , 3200, x96, 
1383E, Strange Operation, combinatorics data structures dp, , 2800, x413, 
1383D, Rearrange, brute force constructive algorithms graphs greedy sortings, , 2800, x368, 
1383C, String Transformation 2, bitmasks dp graphs trees, , 3100, x266, 
1383B, GameGame, bitmasks constructive algorithms dp games greedy math, , 1900, x3536, 
1383A, String Transformation 1, dsu graphs greedy sortings strings trees two pointers, , 1700, x7794, 
1382B, Sequential Nim, dp games, , 1100, x17688, 
1382A, Common Subsequence, brute force, , 800, x21320, 
1381E, Origami, geometry math sortings, , 3300, x61, 
1381D, The Majestic Brown Tree Snake, dfs and similar dp greedy trees two pointers, , 3000, x230, 
1381C, Mastermind, constructive algorithms graph matchings greedy implementation sortings two pointers, , 2500, x1078, 
1381B, Unmerge, dp, , 1800, x5946, 
1381A2, Prefix Flip (Hard Version), constructive algorithms data structures implementation strings two pointers, , 1700, x9477, 
1381A1, Prefix Flip (Easy Version), constructive algorithms data structures strings, , 1300, x14657, 
1380G, Circular Dungeon, greedy math probabilities, , 2600, x411, 
1380F, Strange Addition, data structures dp matrices, , 2600, x496, 
1380E, Merging Towers, data structures dsu implementation trees, , 2300, x1334, 
1380D, Berserk And Fireball, constructive algorithms greedy implementation math two pointers, , 2000, x3508, 
1380C, Create The Teams, brute force dp greedy implementation sortings, , 1400, x11937, 
1380B, Universal Solution, greedy, , 1400, x10417, 
1380A, Three Indices, brute force data structures, , 900, x15365, 
1379F2, Chess Strikes Back (hard version), data structures divide and conquer, , 2800, x194, 
1379F1, Chess Strikes Back (easy version), binary search data structures, , 2700, x248, 
